producto;sku;venta_ars;compra_pdf_ars;diferencia_antes_de_gastos_ars;margen_antes_de_gastos_pct;pagina_pdf;estado;mercado_libre
"TOTAL REMACHADOR MANUAL THT32176 7""";351072;13800.0;8826.0;4974.0;36.04;153;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL LLAVE DE IMPACTO 20V 400NM TIWLI2040;501835;8800.0;5674.0;3126.0;35.52;61;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW CARRITO CARGA PLEGABLE WWB9A10;469692;41800.0;26792.0;15008.0;35.9;38;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW ALICATE TENAZA 200MM WPL8C08;537230;7200.0;4586.0;2614.0;36.31;175;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BOTAS DE LLUVIA TSP303L.43;456708;16300.0;10421.0;5879.0;36.07;245;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR DRYWALL 20V TDSLI2042006;511995;93400.0;59888.0;33512.0;35.88;63;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW CANDADO 50MM WPD1450;614108;11700.0;7505.0;4195.0;35.85;90;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW ALICATE COMBINADO DE ALTA RESISTENCIA 7"" WPL1717";505741;8800.0;5674.0;3126.0;35.52;191;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW TALADRO PERCUTOR 650W 13MM WMD15651;489225;59800.0;38350.0;21450.0;35.87;277;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SIERRA DE PÉRTIGA CON CORTASETOS TPTS201681 20V;486156;137600.0;88256.0;49344.0;35.86;264;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL GENERADOR A GASOLINA 0,8KVA TP18005;609869;351000.0;225100.0;125900.0;35.87;99;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL REGLA DE ALUMINIO TMT222606;437288;17200.0;11004.0;6196.0;36.02;305;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE LLAVES EN ÁNGULO L 6PCS TLASWT0601;487702;31200.0;20009.0;11191.0;35.87;102;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL TALADRO DE IMPACTO 20V 76NM UTIDLI207686 2B;617932;236600.0;151734.0;84866.0;35.87;55;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO PERFORADOR 20V UTRHLI262085 MOTOR SIN ESCOBILLA;595155;338000.0;216747.0;121253.0;35.87;275;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW ESCURRIDOR DE ACEITE 70L WKD1A07;489898;439400.0;281792.0;157608.0;35.87;316;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL ALICATE DE PRESION 10"" THT191003";456869;13800.0;8826.0;4974.0;36.04;139;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL KIT LLAVE CATRACA TACSD30156 15PC;367684;8800.0;5674.0;3126.0;35.52;149;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE DESTORNILLADORES 6PCS TGTST0606;553506;15700.0;10086.0;5614.0;35.76;145;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL JUEGO DE LLAVES DE VASO DE 1/2"" 26PCS THT121266";612371;59000.0;37824.0;21176.0;35.89;146;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL PALETA HIDRÁULICA 2500KG THT301251;301329;13800.0;8826.0;4974.0;36.04;152;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL KIT DE HERRAMENTAS JUEGO DE DADOS THKTHP21396 139PCS;528078;157300.0;100864.0;56436.0;35.88;137;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BOLSA DE HERRAMIENTAS PARA TALADRO 295X180MM THT16P30625;612524;63900.0;40976.0;22924.0;35.87;278;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW CARRITO CARGA PLEGABLE 150KG WWB9A15;489492;41800.0;26792.0;15008.0;35.9;38;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL KIT HERRAMIENTA THKTHP21176 117PCS;381673;41800.0;26792.0;15008.0;35.9;35;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL FRESA KIT TACSR0121 12PCS;340113;108100.0;69344.0;38756.0;35.85;218;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CINTA METRICA TMT126651 5MX19MM;456616;5900.0;3782.0;2118.0;35.9;231;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR 20V TDLI206021 MOTOR BRUSHLESS;487825;122900.0;78800.0;44100.0;35.88;59;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW ASPIRADORA 30LT 1200W SECO-HUMEDO WVR4A30;37303;221200.0;141840.0;79360.0;35.88;203;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE HERRAMIENTAS LLAVE DE IMPACTO 126PCS THKTHP3126;557948;157300.0;100864.0;56436.0;35.88;60;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL GRAPAS 10MM THT39101;341639;13800.0;8826.0;4974.0;36.04;144;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MOCHILA PARA HERRAMIENTAS 12KG THBP04025;595254;41800.0;26792.0;15008.0;35.9;35;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW JUEGO DE PUNTAS DESTORNILLADOR WSS8B43 43PCS;533263;18200.0;11672.0;6528.0;35.87;128;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW PALA DE ACERO CON MANGO DE MADERA 1000MM WSE1317;489454;17200.0;11032.0;6168.0;35.86;335;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR 12V TIRLI12015 100NM;512190;71300.0;45704.0;25596.0;35.9;59;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL LLAVE TRINQUETE 20V TDRLI206529;584807;174200.0;111716.0;62484.0;35.87;114;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR 20V TIDLI20608;468756;137600.0;88256.0;49344.0;35.86;65;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW BOTAS DE LLUVIA WRB1L44;133647;20200.0;12923.0;7277.0;36.02;241;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW LLAVE DE TRINQUETE 1/4"" WWQ4D14";543132;48800.0;31265.0;17535.0;35.93;130;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW NIVEL LASER 3D ROJO 15MT 2 LINEAS WLE1M03;538572;78000.0;50006.0;27994.0;35.89;229;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW SIERRA COPA DE DIAMANTE 45MM WKJ7645;501415;137600.0;88256.0;49344.0;35.86;267;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL ALICATE PRESIÓN THT191005 10""";415354;13800.0;8826.0;4974.0;36.04;139;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BOTAS DE SEGURIDAD ANTICLAVOS +ANTIRESBALANTE TSP206SB.4;334242;59000.0;37824.0;21176.0;35.89;246;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW LASER DE NIVEL WLE1M04;462983;137600.0;88256.0;49344.0;35.86;236;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW TERRAJA Y MACHO MÉTRICOS 12PCS WAJ1L01;471145;47400.0;30429.0;16971.0;35.8;323;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL HOJA DE SIERRA SABLE TRSB1001 10PCS;527552;127800.0;81952.0;45848.0;35.87;261;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO ROTATIVO 2.5J 20V UTRHLI202682;583671;235900.0;151296.0;84604.0;35.86;281;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MÁQUINA DE SOLDAR 200A TW220069 TIG/MMA;502054;314600.0;201756.0;112844.0;35.87;268;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW ALICATE DE PUNTA LARGA DE ALTO APALANCAMIENTO 6"" WPL271";533331;8800.0;5674.0;3126.0;35.52;192;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW PISTOLA DE CALOR 300/550°C WKH1501 20V;489669;106200.0;68083.0;38117.0;35.89;221;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW COMPRESOR 12V PARA AUTO WAAC501 160PSI;461542;57200.0;36683.0;20517.0;35.87;96;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ALICATE PUNTA LARGA THTIP381 ISOL;341769;8800.0;5674.0;3126.0;35.52;188;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW MESA DE TRABAJO PLEGABLE WWE1525;461344;32800.0;21008.0;11792.0;35.95;320;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL KIT 357 PCS ACCESORIOS MINI MECHA TACSD13571;415934;42300.0;27095.0;15205.0;35.95;9;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL PISTOLA DE PINTURA TAT11004 HVLP;313841;54600.0;35016.0;19584.0;35.87;95;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL GRAPAS PARA CLAVADORA DE AIRE 2.2MM-18MM 1200PCS TAC1201;553407;108100.0;69344.0;38756.0;35.85;218;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW AUXILIAR DE PARTIDA DE ÍONS DE LÍTIO 12V WLY1512;543477;17200.0;11032.0;6168.0;35.86;336;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL TALADRO DE BANCO 1500W TDP3211005;2738;118000.0;75648.0;42352.0;35.89;283;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BOTAS DE SEGURIDAD TSP207IDSB.46 NEGRO/ROJO;532471;57200.0;36683.0;20517.0;35.87;243;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL KIT LIMA PARA MADERA THT918326 3PCS 8';465458;23400.0;15007.0;8393.0;35.87;111;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL TIJERA PARA PODAR 20V MOTOR BRUSHLESS TSSLI20308;486781;12300.0;7880.0;4420.0;35.93;189;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE DESTORNILLADOR DE PRECISIÓN THT250726 7PCS;340434;10400.0;6654.0;3746.0;36.02;110;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE NIVELES DE BURBUJA 3PCS THT10403;531979;13800.0;8826.0;4974.0;36.04;136;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMBO 2PCS AMOLADORA + TALADRO DE IMPACTO 20V TCKLI20256;584722;374400.0;240107.0;134293.0;35.87;53;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO DE GOMA THT76836 8OZ;456180;10800.0;6934.0;3866.0;35.8;152;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW CORTA CÉSPED INALÁMBRICO 20V WLKP530 30L;613859;200200.0;128390.0;71810.0;35.87;181;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL ALICATE DE PUNTA CURVA 50% 160MM 6"" THT241608S";612357;8800.0;5674.0;3126.0;35.52;134;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE 31 PUNTAS DE DESTORNILLADOR DE IMPACTO TACSDL11;536400;5400.0;3467.0;1933.0;35.8;68;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW ROTOMARTILLO DE DEMOLICIÓN 1050W WRH2D26;461818;206400.0;132384.0;74016.0;35.86;286;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW JUEGO DE DADOS DE IMPACTO WMS4D01 1/2 14PCS CORTO;528771;36400.0;23344.0;13056.0;35.87;58;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW ALICATE PUNTA LARGA WPL2908 8""";462259;8600.0;5503.0;3097.0;36.01;181;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW BOTAS DE LLUVIA 46 WRB1L46;470834;21400.0;13755.0;7645.0;35.72;241;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW LLAVE COMBINADA CON RATCHET FLEXIBLE 19"" WSP6119";134484;9100.0;5838.0;3262.0;35.85;122;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
CELIMAX SERUM FACIAL CELIMAX THE VITA A RETINAL SHOT TIGHTENING BOOSTER 15 ML;;32500.0;;;;;Sin costo de compra documentado en este PDF;Comparación individual pendiente
"WADFOW ALICATE CORTE DE EXTREMOS 6"" WPL7906";469210;8300.0;5336.0;2964.0;35.71;178;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ALICATE CABO RED THCPJ0506;442657;8800.0;5674.0;3126.0;35.52;187;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MÁQUINA DE SOLDAR 250A INDUSTRIAL TW225079;502078;206400.0;132384.0;74016.0;35.86;271;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL FRESA KIT 12MM TACSR12412 24PCS;527576;108100.0;69344.0;38756.0;35.85;218;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL TIRA LINEA 30M THT666301;236331;13600.0;8753.0;4847.0;35.64;120;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CORTADOR DE PASTO TP5434421;436359;12300.0;7880.0;4420.0;35.93;188;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BOMBA DE AGUA TWP37501 1HP 750W 220V;239806;235900.0;151296.0;84604.0;35.86;200;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL LLAVE AJUSTABLE Y DE TUBOS 2 EN 1 THT10210G;526159;12800.0;8195.0;4605.0;35.98;137;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CAJA DE HERRAMIENTAS METALICA THT10701;381932;75400.0;48355.0;27045.0;35.87;105;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL LAMINA TICO TAC51111C P/ MADERA;316828;17200.0;11032.0;6168.0;35.86;331;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW CUERDA ELÁSTICA CON GANCHOS WAQS2520;543521;34400.0;22092.0;12308.0;35.78;316;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL GENERADOR GASO TP115001 1.2KVA;341264;884700.0;567360.0;317340.0;35.87;100;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMPRESOR DE AIRE TCS1110242 24L;488150;270300.0;173360.0;96940.0;35.86;97;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW ALICATE PELACABLE WSX8604 7""";542852;7200.0;4586.0;2614.0;36.31;180;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
KARSEELL MACA POWER REPAIR CURL DEFINING CREAM 500ML;;46800.0;;;;;Sin costo de compra documentado en este PDF;Comparación individual pendiente
WADFOW JUEGO DE BROCA 9PCS WTD6B02;463553;15700.0;10086.0;5614.0;35.76;16;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW ASPIRADORADORA 20V 20L WQV1A20;489171;78600.0;50432.0;28168.0;35.84;204;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SIERRA CORTA PARED TWC1551 1500W;312141;137600.0;88256.0;49344.0;35.86;263;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL GATO HIDRÁULICO PERFIL BAJO 3 TONELADAS THT10834;502276;13800.0;8826.0;4974.0;36.04;144;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL GATO HIDRÁULICO PROFESIONAL THT108253 3TONELADAS;529426;13800.0;8826.0;4974.0;36.04;136;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW JUEGO DE BROCAS HSS 15PCS WTD6515;528696;15700.0;10086.0;5614.0;35.76;17;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO ROTATIVO SDS-MAX 1200W TH112426;521123;206400.0;132384.0;74016.0;35.86;278;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW RÓTULAS Y JUNTAS PRENSA TIPO C 7PCS WGP5D07;614030;119600.0;76701.0;42899.0;35.87;177;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MAQUINA DE SOLDADURA INVERTER 130A MMA UTW213049;128087;228800.0;146732.0;82068.0;35.87;268;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL JUEGO DE MECHAS ESCALONADAS 1/4"" TACSD2051";487504;70200.0;45020.0;25180.0;35.87;9;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BOTAS SEGURIDAD TSP202SB.42;417389;57200.0;36683.0;20517.0;35.87;237;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL SOCKET DE IMPACTO THKISD12102L 1/2"" 10PCS";415200;49400.0;31681.0;17719.0;35.87;55;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL PISTOLA CLAVADORA BRAD TCBNLI2028 15X50MM;486767;108100.0;69344.0;38756.0;35.85;221;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW JUEGO DE ALICATES DE CRIMPADO 7PCS WHS1B07;469463;55900.0;35851.0;20049.0;35.87;182;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CATRACA 4PCS 6M X 25MM THTRS065606;532006;13800.0;8826.0;4974.0;36.04;140;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL PULIDORA TP1141806 1400W;367417;118000.0;75648.0;42352.0;35.89;48;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL ALICATE UNIVERSAL THTIP181 8""";381567;11800.0;7565.0;4235.0;35.89;188;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW ESTACION DE SOLDADURA WEL7506;463867;49400.0;31681.0;17719.0;35.87;309;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BATERIA 20V 4.0AH TFBLI20021;380881;78000.0;50006.0;27994.0;35.89;79;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CORTA G.LINEA TGTLS2541 2.5MM 4M;381291;17200.0;11032.0;6168.0;35.86;328;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL EXTENSION DE BARRA EN T 1/2"" THTSTB12106";437202;17200.0;11032.0;6168.0;35.86;329;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR TIDLI20012 2BAT LI-ION 20V;436151;235900.0;151296.0;84604.0;35.86;66;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL KIT DE HERRAMIENTAS MANUALES THKTHP21686 168PCS;512060;41800.0;26792.0;15008.0;35.9;33;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL TALADRO 450W UTD204102;239202;63900.0;40976.0;22924.0;35.87;283;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CANDADO 38MM TLK31381 146G;456791;3900.0;2503.0;1397.0;35.82;87;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW TIJERA DE PODAR WPR2E21;469623;15600.0;10004.0;5596.0;35.87;185;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MÁQUINA DE SOLDAR 200A TW2200691;488075;206400.0;132384.0;74016.0;35.86;270;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW CINCEL 19X16X305MM WCC2311;462754;12800.0;8195.0;4605.0;35.98;169;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL VIBRADOR DE HORMIGÓN A GASOLINA HEXAGONAL 5.5HP TP630-22;350983;13800.0;8826.0;4974.0;36.04;154;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW AFILADOR MULTIUSO WBG1551;461849;17200.0;11032.0;6168.0;35.86;333;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW PISTOLA DE PINTURA 20V 800ML WSU30664;121484;114400.0;73366.0;41034.0;35.87;96;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE HERRAMIENTAS 5PCS NEUMÁTICAS TATK053-1;341257;60400.0;38766.0;21634.0;35.82;94;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL JUEGO DE 3 CEPILLOS CON VÁSTAGO HEX 1/4"" TACB0301";486354;20200.0;12923.0;7277.0;36.02;110;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SIERRA CIRCULAR 20V MOTOR SIN ESCOBILLAS TSLI16523;584999;226100.0;144992.0;81108.0;35.87;260;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW JUEGO DE SIERRAS COPA PARA MADERA 16PCS WKJ4416;543576;19900.0;12756.0;7144.0;35.9;257;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
Karseell MACA ESSENCE OIL 50ML;;9100.0;;;;;Sin costo de compra documentado en este PDF;Comparación individual pendiente
TOTAL JUEGO DE DESTORNILLADORES 26PCS THTDC252601;444095;15700.0;10086.0;5614.0;35.76;145;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CINZEL THT4211026 22X16X250MM;316309;13800.0;8826.0;4974.0;36.04;140;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW BOTAS DE LLUVIA 45 WRB1L45;470827;20200.0;12923.0;7277.0;36.02;241;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW TRAJE DE LLUVIA 100% PVC WRC300L;489867;26000.0;16674.0;9326.0;35.87;242;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SOPLADOR/ASPIRADOR 20V 600W TABLI20682;584937;150800.0;96710.0;54090.0;35.87;198;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE LLAVES HEXAGONAL/TORX THT106KT0271 27PCS;514903;59000.0;37824.0;21176.0;35.89;147;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL KIT DE MECHAS DE CONCRETO TACSD5051 5PCS;338790;11700.0;7505.0;4195.0;35.85;9;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE HERRAMIENTAS COMBINADAS 137PCS THKTHP21376;122672;312000.0;200073.0;111927.0;35.87;29;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW JUEGO DE LLAVES HEXAGONALES CON PUNTA ESFÉRICA WHK2292;528313;31900.0;20488.0;11412.0;35.77;157;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW LLAVE DE TUBO SUECO 1"" WPW2101";489270;13000.0;8337.0;4663.0;35.87;123;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL KIT HERRAMIENTA THT341151 15PCS 3/4;436809;13800.0;8826.0;4974.0;36.04;148;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL AMOLADORA ANGULAR 710W UTG10711576 115MM;502023;87500.0;56106.0;31394.0;35.88;46;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL SERRUCHO DE MANO THT55206 500MM/20""";341714;14300.0;9172.0;5128.0;35.86;116;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL AMOLADORA ANGULAR 750W UTG10711556;350815;85800.0;55024.0;30776.0;35.87;41;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ASPIRADORA TVLI201261 20V;486132;54600.0;35016.0;19584.0;35.87;195;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW BARRA DE DEMOLICIÓN 900MM WQB1390;469425;18600.0;11921.0;6679.0;35.91;313;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ESTILETE THT512611 61X19MM;340618;13800.0;8826.0;4974.0;36.04;143;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CHAQUETA DE TRABAJO TSP6011.XXXL;121446;57800.0;37099.0;20701.0;35.81;238;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL LLAVE TRINQUETE EXTENSIBLE 1/2"" THT106128L";487696;8800.0;5674.0;3126.0;35.52;137;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMBO PISTOLA DE CLAVOS +NIVEL TOSLI250201;529334;319500.0;204880.0;114620.0;35.87;230;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BOTAS DE LLUVIA TSP302L.41;340977;23400.0;15007.0;8393.0;35.87;244;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
ANUA TONICO FACIAL HEARTLEAF 77% SOOTHING TONER 40ML;;18200.0;;;;;Sin costo de compra documentado en este PDF;Comparación individual pendiente
WADFOW AMOLADORA ANGULAR 20V WLAPM22;461764;152400.0;97712.0;54688.0;35.88;49;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW VÁLVULA DE RETENCIÓN TIPO HORIZONTAL 1/2"" WVV6852";470735;14300.0;9172.0;5128.0;35.86;88;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO DE LAPIDACIÓN THSLH6104 4LB;609913;22800.0;14591.0;8209.0;36.0;161;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW JUEGO DE HERRAMIENTAS MANUALES 8PCS WPS1M08;542128;41600.0;26679.0;14921.0;35.87;310;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW JUEGO DE PÚAS Y GANCHOS 4PCS WSS2604;469111;17200.0;11032.0;6168.0;35.86;334;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW LLAVE DE IMPACTO MOTOR SIN ESCOBILLAS 20V WCD1B483;542340;8800.0;5674.0;3126.0;35.52;75;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL SIERRA CIRCULAR TS1161856 1600W MADERA 7""";239370;137600.0;88256.0;49344.0;35.86;263;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
